AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
1;LandingSegment_1;TargetAnchor1;0.6951638;0.6927643;0.05770874;2.479781;-16.50892;0;0;0.6579282;0.4665947;0.07512264;0;0;CleanLanding
1;LandingSegment_2;TargetAnchor2;0.9443959;0.9375;0.1139183;2.387637;-12.31961;0;0;0;0;4.732165;1;1;HitThenFall
2;LandingSegment_3;TargetAnchor1;0.9449975;-0.7245331;0.6066895;1.893863;-14.75536;0;0;0.127075;2.01845;7.487348;0;0;CleanLanding
2;LandingSegment_4;TargetAnchor2;1.708856;-1.511566;0.7970924;1.944585;-12.71131;0;0;0.5910071;0.8180447;1.701503;0;0;CleanLanding
2;LandingSegment_5;TargetAnchor3;2.004797;0.2556763;-1.988426;1.029707;-12.54462;0;0;0.2713344;0.5286198;0.2317399;0;0;CleanLanding
2;LandingSegment_6;TargetAnchor4;0.830417;-0.8070145;-0.195755;2.266385;-10.03247;0;0;0.4805057;0.522049;0.1707211;0;0;CleanLanding
2;LandingSegment_7;TargetAnchor5;1.26235;0.630043;-1.09388;1.426517;-8.845573;0;0;0.1270913;0.5426521;0.160795;0;0;CleanLanding
2;LandingSegment_8;TargetAnchor6;1.113154;-0.9139595;-0.6354446;1.678045;-17.33322;0;0;0;0.4803963;0.05574549;0;0;CleanLanding
2;LandingSegment_9;TargetAnchor7;65.92911;55.79435;35.12318;0;-17.33322;0;0;1.17442;0;0;1;1;UnderShoot
3;LandingSegment_10;TargetAnchor1;1.679782;0.8792114;-1.431313;1.433926;-10.17537;0;0;0.5049424;0;2.622277;1;1;HitThenFall
4;LandingSegment_11;TargetAnchor1;1.619816;1.084229;1.203434;1.470621;-9.518735;0;0;0.6989118;0.7024231;1.890786;0;0;CleanLanding
4;LandingSegment_12;TargetAnchor2;0.9896746;0.9886017;0.0460701;2.340839;-9.78804;0;0;0.1898657;0.5100098;0.1610414;0;0;CleanLanding
4;LandingSegment_13;TargetAnchor3;0.3201983;0.258522;0.1889267;2.773096;-8.292257;0;0;0;0.5373535;0.2628599;0;0;CleanLanding
4;LandingSegment_14;TargetAnchor4;0.2901868;0.1410217;0.2536163;2.650126;-12.46819;0;0;0.05339641;1.070793;0.4671293;0;0;CleanLanding
4;LandingSegment_15;TargetAnchor5;0.3051417;0.2921295;-0.08815765;2.448251;-14.5286;0;0;0.05319326;0.5332718;0.2969018;0;0;CleanLanding
4;LandingSegment_16;TargetAnchor6;0.6535497;0.6222382;-0.1998672;2.20326;-11.40993;0;0;0.1016499;0.5871658;0.782851;0;0;CleanLanding
4;LandingSegment_17;TargetAnchor7;1.562153;1.22746;-0.9662628;1.41489;-12.55412;0;0;0.6541234;0.6801758;3.12806;0;0;CleanLanding
